"Observation","SourceFile","NoiseCondition","VOA_dB","Split"
341,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Train"
342,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Test"
343,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Test"
344,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Train"
345,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Train"
346,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Train"
347,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Train"
348,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Train"
349,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Train"
350,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Train"
351,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Train"
352,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Train"
353,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Test"
354,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Train"
355,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Test"
356,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Test"
357,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Train"
358,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Train"
359,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Train"
360,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Train"
361,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Test"
362,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Train"
363,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Test"
364,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Train"
365,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Train"
366,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Train"
367,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Train"
368,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Train"
369,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Train"
370,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Train"
371,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Test"
372,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",28,"Test"
373,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Test"
374,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
375,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
376,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Test"
377,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
378,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
379,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
380,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Test"
381,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
382,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Test"
383,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
384,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
385,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Test"
386,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
387,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
388,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Test"
389,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
390,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Test"
391,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
392,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
393,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
394,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Test"
395,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
396,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Test"
397,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
398,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
399,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
400,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
401,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Test"
402,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
403,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
404,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
405,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
406,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Test"
407,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Test"
408,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
409,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Test"
410,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
411,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Test"
412,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
413,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
414,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
415,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
416,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Test"
417,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
418,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
419,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
420,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
421,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Test"
422,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
423,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Test"
424,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
425,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
426,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Test"
427,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
428,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
429,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Test"
430,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Test"
431,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",29,"Train"
432,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Train"
433,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Train"
434,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Train"
435,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Train"
436,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Train"
437,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Train"
438,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Train"
439,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Train"
440,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Train"
441,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Train"
442,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Train"
443,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Test"
444,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Train"
445,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Train"
446,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Train"
447,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Train"
448,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Train"
449,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Train"
450,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Test"
451,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Test"
452,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Test"
453,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Test"
454,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Test"
455,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Train"
456,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Train"
457,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Train"
458,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Test"
459,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Train"
460,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Train"
461,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Train"
462,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Train"
463,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Test"
464,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Test"
465,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Train"
466,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Train"
467,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Test"
468,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Train"
469,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Test"
470,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Train"
471,"baseline_no_signal_no_added_fibre_full_sweep.csv","Baseline",30,"Test"
472,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
473,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
474,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
475,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Test"
476,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Test"
477,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
478,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Test"
479,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
480,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
481,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
482,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
483,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Test"
484,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Test"
485,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
486,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Test"
487,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
488,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
489,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
490,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
491,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Test"
492,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Test"
493,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
494,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Test"
495,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Test"
496,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Test"
497,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
498,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
499,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Test"
500,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Test"
501,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
502,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
503,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
504,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
505,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
506,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
507,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Test"
508,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
509,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
510,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
511,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Test"
512,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Test"
513,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
514,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
515,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
516,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
517,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
518,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
519,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Test"
520,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
521,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",10,"Train"
522,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
523,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
524,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Test"
525,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Test"
526,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
527,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
528,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
529,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
530,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
531,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
532,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
533,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
534,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
535,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Test"
536,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
537,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Test"
538,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
539,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Test"
540,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Test"
541,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
542,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
543,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
544,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
545,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
546,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
547,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
548,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
549,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
550,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
551,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
552,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
553,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Test"
554,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Test"
555,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
556,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
557,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
558,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
559,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
560,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Test"
561,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
562,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
563,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
564,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
565,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Test"
566,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
567,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
568,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
569,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Test"
570,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Test"
571,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",15,"Train"
572,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
573,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
574,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
575,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
576,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Test"
577,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
578,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
579,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
580,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
581,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Test"
582,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
583,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
584,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
585,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
586,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
587,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
588,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
589,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Test"
590,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
591,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
592,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
593,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
594,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
595,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Test"
596,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
597,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
598,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Test"
599,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Test"
600,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
601,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
602,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
603,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Test"
604,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
605,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
606,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
607,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
608,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Test"
609,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
610,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Test"
611,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
612,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
613,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
614,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
615,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
616,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
617,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Test"
618,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Test"
619,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Test"
620,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
621,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",20,"Train"
622,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
623,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
624,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Test"
625,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
626,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
627,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
628,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Test"
629,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
630,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
631,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
632,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
633,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
634,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Test"
635,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
636,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
637,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
638,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Test"
639,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
640,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Test"
641,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
642,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
643,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
644,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Test"
645,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
646,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
647,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
648,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
649,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
650,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
